,Row ID,Order ID,Data da Venda,Prioridade,Quantidade,Valor da Venda,Desconto,Forma de Envio,Lucro,Preço Unitário,Custo de Envio,Nome do Cliente,Cidade,CEP,Estado,Região,País,Segmento do Cliente,Categoria do Produto,Sub-Categoria do Produto,Nome do Produto,Embalagem,Margem,Data de Envio
6525,3853,27463,2009-11-13,Média,10,54.52,0.01,Aéreo Normal,-20.57,4.98,4.72,Tonja Turnell,Feira de Santana,98632,Bahia,Nordeste,Brasil,Consumidor,Material de Escritório,Papel,Xerox 1949,Small Box,0.36,2009-11-14 00:00:00
6526,5939,42144,2009-11-12,Média,10,670.03,0.01,Aéreo Rápido,-326.47,64.65,35.0,Anne Pryor,São Paulo,13501,São Paulo,Sudeste,Brasil,Consumidor,Material de Escritório,Armazenamento e Organização,Space Solutions Commercial Steel Shelving,Large Box,0.8,2009-11-14 00:00:00
6527,6736,47943,2009-11-14,Média,12,61.09,0.04,Aéreo Normal,24.06,4.91,0.5,Don Miller,Goiânia,62901,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Etiquetas,Avery 478,Small Box,0.36,2009-11-14 00:00:00
6528,2315,16679,2009-11-08,Baixa,29,6481.95,0.09,Transporte Rodoviário,846.23,243.98,43.32,Ryan Crowe,Curitiba,33160,Paraná,Sul,Brasil,Pequenas Empresas,Mobiliário,Cadeiras,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,2009-11-13 00:00:00
6529,3061,21922,2009-11-11,Alta,49,157.47,0.09,Aéreo Normal,8.07,3.28,0.98,Jason Fortune,Rio de Janeiro,25705,Rio de Janeiro,Sudeste,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,Newell 329,Wrap Bag,0.59,2009-11-13 00:00:00
6530,4007,28583,2009-11-12,Crítica,25,5811.72,0.03,Aéreo Normal,2431.595,223.98,15.01,Jim Epp,Porto Alegre,22015,Rio Grande do Sul,Sul,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,GBC DocuBind TL200 Manual Binding Machine,Small Box,0.38,2009-11-13 00:00:00
6531,4473,31873,2009-11-08,Baixa,2,141.59,0.05,Aéreo Normal,-91.09,70.97,3.5,Shahid Collister,Formosa,53402,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Eletrodomésticos,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,2009-11-13 00:00:00
6532,7203,51392,2009-11-12,Média,10,254.89,0.09,Aéreo Normal,-106.58,26.31,5.89,Jamie Frazer,Maringá,32720,Paraná,Sul,Brasil,Pequenas Empresas,Tecnologia,Periféricos,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,2009-11-13 00:00:00
6533,1464,10562,2009-11-11,Não Especificada,10,994.04,0.03,Aéreo Normal,-335.06,95.99,35.0,Yana Sorensen,Recife,94533,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Armazenamento e Organização,Safco Industrial Wire Shelving,Large Box,,2009-11-12 00:00:00
6534,3059,21922,2009-11-11,Alta,17,8937.38,0.01,Transporte Rodoviário,2383.42,500.98,26.0,Jason Fortune,Rio de Janeiro,25705,Rio de Janeiro,Sudeste,Brasil,Corporativo,Mobiliário,Cadeiras,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6,2009-11-12 00:00:00
6535,3060,21922,2009-11-11,Alta,11,108.85,0.08,Aéreo Normal,10.58,9.77,6.02,Jason Fortune,Rio de Janeiro,25705,Rio de Janeiro,Sudeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,DAX Solid Wood Frames,Medium Box,0.48,2009-11-12 00:00:00
6536,6577,46848,2009-11-10,Média,39,3842.99,0.04,Aéreo Normal,-67.68,95.43,19.99,John Castell,Presidente Prudente,19464,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Armazenamento e Organização,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Small Box,0.79,2009-11-12 00:00:00
6537,7497,53508,2009-11-10,Alta,13,1072.22,0.03,Aéreo Normal,149.64,80.98,7.18,Joy Smith,Campo Grande,47906,Mato Grosso do Sul,Centro-Oeste,Brasil,Consumidor,Tecnologia,Periféricos,Logitech Cordless Navigator Duo,Small Box,0.48,2009-11-12 00:00:00
6538,7498,53508,2009-11-10,Alta,25,342.85,0.06,Aéreo Normal,-32.416199999999996,13.99,7.51,Joy Smith,Campo Grande,47906,Mato Grosso do Sul,Centro-Oeste,Brasil,Consumidor,Tecnologia,Máquinas de Escritório,Sharp EL500L Fraction Calculator,Medium Box,0.39,2009-11-12 00:00:00
6539,4890,34788,2009-11-09,Alta,4,30.47,0.02,Aéreo Normal,-10.7,5.98,5.15,Alan Hwang,Formosa,78664,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 193,Small Box,0.36,2009-11-11 00:00:00
6540,5211,37025,2009-11-10,Alta,37,641.89,0.03,Aéreo Normal,207.3,17.48,1.99,Tracy Collins,Maringá,33156,Paraná,Sul,Brasil,Corporativo,Tecnologia,Periféricos,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack,0.45,2009-11-11 00:00:00
6541,7933,56706,2009-11-10,Alta,7,754.92,0.0,Aéreo Normal,-129.5691,99.99,19.99,Adrian Shami,Feira de Santana,98052,Bahia,Nordeste,Brasil,Consumidor,Tecnologia,Máquinas de Escritório,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Small Box,0.52,2009-11-11 00:00:00
6542,2113,15105,2009-11-03,Baixa,39,460.43,0.07,Aéreo Normal,-76.18,12.28,6.13,Giulietta Dortch,Recife,94086,Pernambuco,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Armazenamento e Organização,Recycled Eldon Regeneration Jumbo File,Small Box,0.57,2009-11-10 00:00:00
6543,3682,26337,2009-11-07,Crítica,45,153.27,0.08,Aéreo Normal,60.29,3.69,0.5,Henry Goldwyn,Ibaiti,33065,Paraná,Sul,Brasil,Pequenas Empresas,Material de Escritório,Etiquetas,Avery 487,Small Box,0.38,2009-11-10 00:00:00
6544,3771,26944,2009-11-07,Crítica,6,453.87,0.02,Aéreo Normal,-217.69,73.98,14.52,Eva Jacobs,João Pessoa,80020,Paraíba,Nordeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,Keytronic French Keyboard,Small Box,0.65,2009-11-10 00:00:00
6545,6486,46151,2009-11-08,Crítica,23,203.91,0.02,Aéreo Normal,-35.443,8.6,6.19,Tony Molinari,Recife,94533,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,Avery Printable Repositionable Plastic Tabs,Small Box,0.38,2009-11-10 00:00:00
6546,7499,53508,2009-11-10,Alta,4,62.48,0.06,Aéreo Normal,1.06,15.04,1.97,Joy Smith,Campo Grande,47906,Mato Grosso do Sul,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Papel,White GlueTop Scratch Pads,Wrap Bag,0.39,2009-11-10 00:00:00
6547,2497,18178,2009-11-02,Baixa,10,187.46,0.0,Aéreo Normal,49.85,17.67,8.99,Naresj Patel,Formosa,75061,Goiás,Centro-Oeste,Brasil,Pequenas Empresas,Mobiliário,Mobiliário de Escritório,"Executive Impressions 12"" Wall Clock",Small Pack,0.47,2009-11-09 00:00:00
6548,2940,21314,2009-11-02,Baixa,40,3169.992,0.08,Transporte Rodoviário,-973.3,105.49,41.64,Patrick Jones,Curitiba,36801,Paraná,Sul,Brasil,Escritório em Casa,Mobiliário,Mesas,Balt Solid Wood Rectangular Table,Jumbo Box,0.75,2009-11-09 00:00:00
6549,5312,37793,2009-11-08,Não Especificada,16,224.47,0.08,Aéreo Normal,-49.31,13.9,7.59,Dorothy Wardle,Goiânia,60174,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,"Tesouras, réguas e aparadores","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Small Pack,0.56,2009-11-09 00:00:00
6550,5398,38371,2009-11-08,Não Especificada,24,2004.4,0.05,Aéreo Rápido,544.3,83.1,6.13,Dennis Kane,São Paulo,11725,São Paulo,Sudeste,Brasil,Pequenas Empresas,Tecnologia,Periféricos,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,0.45,2009-11-09 00:00:00
6551,2569,18533,2009-11-06,Não Especificada,5,53.736999999999995,0.05,Aéreo Rápido,-28.435,7.99,5.03,Larry Hughes,Formosa,79701,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,Bell Sonecor JB700 Caller ID,Medium Box,0.6,2009-11-08 00:00:00
6552,810,5856,2009-11-05,Alta,42,10307.01,0.0,Transporte Rodoviário,3025.59,230.98,23.78,Christopher Martinez,João Pessoa,80229,Paraíba,Nordeste,Brasil,Pequenas Empresas,Mobiliário,Mesas,"Bush® Cubix Conference Tables, Fully Assembled",Jumbo Box,0.6,2009-11-07 00:00:00
6553,2568,18533,2009-11-06,Não Especificada,27,442.57,0.01,Aéreo Normal,-60.73,15.31,8.78,Larry Hughes,Formosa,79701,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Armazenamento e Organização,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Small Box,0.57,2009-11-07 00:00:00
6554,480,3332,2009-11-04,Crítica,6,22.19,0.01,Aéreo Normal,-3.51,3.26,1.86,Ben Peterman,Vitória,4101,Espírito Santo,Sudeste,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Wrap Bag,0.41,2009-11-06 00:00:00
6555,1104,8103,2009-11-02,Baixa,16,457.68,0.07,Aéreo Normal,107.3805,29.17,6.27,Bill Stewart,Caldas Novas,78589,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,Binding Machine Supplies,Small Box,0.37,2009-11-06 00:00:00
6556,2513,18247,2009-11-05,Não Especificada,20,155.8,0.0,Aéreo Normal,27.22,7.59,4.0,Rob Haberlin,Cuiabá,50401,Mato Grosso,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,2009-11-06 00:00:00
6557,2804,20229,2009-10-30,Baixa,47,116.06,0.1,Aéreo Normal,25.2,2.62,0.8,Gary Hwang,Curitiba,33511,Paraná,Sul,Brasil,Escritório em Casa,Material de Escritório,Elásticos,Staples Metal Binder Clips,Wrap Bag,0.39,2009-11-06 00:00:00
6558,2939,21314,2009-11-02,Baixa,30,107.96,0.01,Aéreo Normal,13.24,3.58,1.63,Patrick Jones,Curitiba,36801,Paraná,Sul,Brasil,Escritório em Casa,Material de Escritório,Elásticos,"OIC Colored Binder Clips, Assorted Sizes",Wrap Bag,0.36,2009-11-06 00:00:00
6559,3692,26374,2009-11-05,Não Especificada,5,90.94149999999999,0.05,Aéreo Normal,-109.417,20.99,3.3,Art Miller,João Pessoa,80122,Paraíba,Nordeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,Accessory39,Small Pack,0.81,2009-11-06 00:00:00
6560,3961,28259,2009-11-04,Alta,22,249.24,0.06,Aéreo Normal,-92.1,10.97,6.5,Thea Hudgings,Jandaia do Sul,32216,Paraná,Sul,Brasil,Consumidor,Tecnologia,Periféricos,Micro Innovations 104 Keyboard,Small Box,0.64,2009-11-06 00:00:00
6561,4537,32291,2009-11-05,Média,4,68.03,0.02,Aéreo Normal,-29.42,15.14,4.53,Doug O'Connell,Recife,93030,Pernambuco,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Armazenamento e Organização,Eldon® Gobal File Keepers,Small Box,0.81,2009-11-06 00:00:00
6562,5191,36896,2009-11-03,Crítica,41,1008.95,0.04,Aéreo Rápido,69.31,25.38,8.99,Xylona Price,São Paulo,43402,São Paulo,Sudeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,"Executive Impressions 13"" Chairman Wall Clock",Small Pack,0.5,2009-11-06 00:00:00
6563,5299,37731,2009-11-04,Crítica,25,88.37,0.09,Aéreo Normal,33.68,3.75,0.5,Pierre Wener,São Paulo,7011,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Etiquetas,Avery 496,Small Box,0.37,2009-11-06 00:00:00
6564,5696,40261,2009-11-04,Crítica,36,331.37,0.03,Aéreo Rápido,-172.17,9.06,9.86,Evan Bailliet,Maringá,33437,Paraná,Sul,Brasil,Corporativo,Material de Escritório,Papel,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Small Box,0.4,2009-11-06 00:00:00
6565,5697,40261,2009-11-04,Crítica,26,78.03,0.05,Aéreo Normal,0.51,2.94,1.05,Evan Bailliet,Maringá,33437,Paraná,Sul,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,Newell 332,Wrap Bag,0.58,2009-11-06 00:00:00
6566,3977,28389,2009-11-03,Alta,7,2097.94,0.07,Transporte Rodoviário,-404.046,296.18,54.12,Mark Cousins,Anápolis,48093,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Mobiliário,Mesas,Hon 94000 Series Round Tables,Jumbo Box,0.76,2009-11-05 00:00:00
6567,4536,32291,2009-11-05,Média,13,183.22,0.01,Aéreo Normal,-100.89,12.99,14.37,Doug O'Connell,Recife,93030,Pernambuco,Nordeste,Brasil,Pequenas Empresas,Mobiliário,Mobiliário de Escritório,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Large Box,0.73,2009-11-05 00:00:00
6568,4904,34883,2009-11-04,Crítica,31,906.015,0.05,Aéreo Normal,248.67,35.99,5.99,Pete Takahito,São Paulo,15234,São Paulo,Sudeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,Accessory41,Wrap Bag,0.38,2009-11-05 00:00:00
6569,5190,36896,2009-11-03,Crítica,12,34.01,0.0,Aéreo Normal,10.58,2.61,0.5,Xylona Price,São Paulo,43402,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Etiquetas,Avery 494,Small Box,0.39,2009-11-05 00:00:00
6570,5427,38564,2009-11-02,Crítica,37,9517.6,0.09,Transporte Rodoviário,-1262.44,280.98,57.0,Sylvia Foulston,São Paulo,7016,São Paulo,Sudeste,Brasil,Escritório em Casa,Mobiliário,Cadeiras,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78,2009-11-05 00:00:00
6571,6243,44231,2009-11-03,Não Especificada,11,1865.94,0.04,Transporte Rodoviário,116.1,160.98,30.0,Alex Avila,Brasília,66502,Distrito Federal,Centro-Oeste,Brasil,Escritório em Casa,Mobiliário,Cadeiras,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,2009-11-05 00:00:00
6572,6244,44231,2009-11-03,Não Especificada,43,784.72,0.01,Aéreo Normal,-87.96,17.98,4.0,Alex Avila,Brasília,66502,Distrito Federal,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Small Box,0.79,2009-11-05 00:00:00
6573,7054,50336,2009-11-04,Não Especificada,9,58.98,0.0,Aéreo Normal,-17.7905,5.77,4.97,Joseph Airdo,Cuiabá,63141,Mato Grosso,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,Avery Binding System Hidden Tab™ Executive Style Index Sets,Small Box,0.35,2009-11-05 00:00:00
6574,1243,9057,2009-11-04,Crítica,20,160.29,0.01,Aéreo Normal,1.35,7.59,4.0,Michael Granlund,Anápolis,55337,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,2009-11-04 00:00:00
6575,2938,21314,2009-11-02,Baixa,6,56.22,0.04,Aéreo Normal,-20.3895,8.6,6.19,Patrick Jones,Curitiba,36801,Paraná,Sul,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,Avery Printable Repositionable Plastic Tabs,Small Box,0.38,2009-11-04 00:00:00
6576,3975,28389,2009-11-03,Alta,22,668.39,0.07,Aéreo Normal,344.61,30.93,3.92,Mark Cousins,Anápolis,48093,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Small Pack,0.44,2009-11-04 00:00:00
6577,3976,28389,2009-11-03,Alta,16,4657.35,0.05,Transporte Rodoviário,322.66,297.48,18.06,Mark Cousins,Anápolis,48093,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Máquinas de Escritório,Panasonic KX-P3200 Dot Matrix Printer,Jumbo Drum,0.6,2009-11-04 00:00:00
6578,3979,28419,2009-10-31,Baixa,9,133.85,0.03,Aéreo Rápido,-5.28,13.48,4.51,Rachel Payne,Jandaia do Sul,32503,Paraná,Sul,Brasil,Consumidor,Material de Escritório,Armazenamento e Organização,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,2009-11-04 00:00:00
6579,4593,32675,2009-11-03,Alta,20,6865.19,0.09,Transporte Rodoviário,1541.68,349.45,60.0,Jonathan Doherty,Porto Alegre,27534,Rio Grande do Sul,Sul,Brasil,Corporativo,Mobiliário,Mesas,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,,2009-11-04 00:00:00
6580,5298,37731,2009-11-04,Crítica,24,752.63,0.01,Aéreo Normal,172.94,30.98,9.18,Pierre Wener,Rio de Janeiro,5201,Rio de Janeiro,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Papel,Xerox 1951,Small Box,0.4,2009-11-04 00:00:00
6581,5429,38564,2009-11-02,Crítica,21,98.51,0.1,Aéreo Rápido,45.93,4.13,0.5,Vivek Grady,São Paulo,43221,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Etiquetas,Avery 506,Small Box,0.39,2009-11-04 00:00:00
6582,5967,42338,2009-11-02,Não Especificada,14,63.91,0.04,Aéreo Normal,-44.47,4.14,6.6,Adam Hart,Recife,90712,Pernambuco,Nordeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,Eldon Image Series Black Desk Accessories,Small Box,0.49,2009-11-04 00:00:00
6583,5968,42338,2009-11-02,Não Especificada,32,1909.0064999999997,0.01,Aéreo Normal,344.133,65.99,8.99,Adam Hart,Recife,90712,Pernambuco,Nordeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,SC-3160,Small Box,0.59,2009-11-04 00:00:00
6584,6245,44231,2009-11-03,Não Especificada,24,2343.076,0.06,Aéreo Normal,311.643,115.99,8.99,Alex Avila,Brasília,66502,Distrito Federal,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,5185,Small Box,0.58,2009-11-04 00:00:00
6585,7018,50081,2009-11-03,Não Especificada,7,538.51,0.0,Transporte Rodoviário,-88.75,70.98,26.74,Guy Armstrong,Campo Grande,46901,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Mobiliário,Estantes,"Hon Metal Bookcases, Black",Jumbo Box,0.6,2009-11-04 00:00:00
6586,5192,36896,2009-11-03,Crítica,21,3508.33,0.04,Aéreo Normal,-546.98,167.27,35.0,Xylona Price,São Paulo,43402,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Armazenamento e Organização,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Large Box,0.85,2009-11-03 00:00:00
6587,5428,38564,2009-11-02,Crítica,31,904.93,0.08,Aéreo Normal,-53.4,30.97,4.0,Vivek Grady,São Paulo,43221,São Paulo,Sudeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,Microsoft Multimedia Keyboard,Small Box,0.74,2009-11-03 00:00:00
6588,5468,38852,2009-11-01,Não Especificada,25,152.31,0.03,Aéreo Normal,38.08,5.98,1.49,Eric Barreto,Maringá,34142,Paraná,Sul,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,Avery Hanging File Binders,Small Box,0.39,2009-11-03 00:00:00
6589,2496,18178,2009-11-02,Baixa,43,235.09,0.08,Aéreo Normal,-1987.49,4.48,49.0,Naresj Patel,Formosa,75061,Goiás,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Eletrodomésticos,Hoover Portapower™ Portable Vacuum,Large Box,0.6,2009-11-02 00:00:00
6590,3351,24003,2009-10-31,Crítica,49,87.44,0.06,Aéreo Normal,1.33,1.76,0.7,Dan Campbell,Belo Horizonte,6405,Minas Gerais,Sudeste,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,Newell 310,Wrap Bag,0.56,2009-11-02 00:00:00
6591,3354,24003,2009-10-31,Crítica,4,129.7865,0.05,Aéreo Rápido,-116.512,35.99,5.99,Dan Campbell,Vitória,4240,Espírito Santo,Sudeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,Accessory41,Wrap Bag,0.38,2009-11-02 00:00:00
6592,6151,43554,2009-10-30,Crítica,9,34.18,0.06,Aéreo Normal,-5.46,3.6,2.2,Rachel Payne,Maringá,32503,Paraná,Sul,Brasil,Consumidor,Material de Escritório,Papel,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Wrap Bag,0.39,2009-11-02 00:00:00
6593,3153,22628,2009-10-29,Média,30,2951.7,0.02,Transporte Rodoviário,-1111.45,95.95,74.35,Lynn Smith,Porto Alegre,22124,Rio Grande do Sul,Sul,Brasil,Corporativo,Mobiliário,Cadeiras,Bevis Steel Folding Chairs,Jumbo Drum,0.57,2009-11-01 00:00:00
6594,3352,24003,2009-10-31,Crítica,50,1318.49,0.02,Aéreo Normal,4.69,24.98,8.79,Dan Campbell,Belo Horizonte,6810,Minas Gerais,Sudeste,Brasil,Corporativo,Material de Escritório,Armazenamento e Organização,2300 Heavy-Duty Transfer File Systems by Perma,Small Box,0.66,2009-11-01 00:00:00
6595,6232,44134,2009-10-30,Alta,35,620.02,0.05,Aéreo Normal,50.04,17.67,8.99,Gary McGarr,Vitória,20746,Espírito Santo,Sudeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,"Executive Impressions 12"" Wall Clock",Small Pack,0.47,2009-11-01 00:00:00
6596,490,3395,2009-10-29,Não Especificada,31,181.17,0.06,Aéreo Rápido,-59.8805,5.38,5.24,Cathy Armstrong,João Pessoa,81007,Paraíba,Nordeste,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Small Box,0.36,2009-10-31 00:00:00
6597,491,3395,2009-10-29,Não Especificada,1,13.16,0.03,Aéreo Normal,-10.29,7.35,5.96,Cathy Armstrong,João Pessoa,81007,Paraíba,Nordeste,Brasil,Consumidor,Material de Escritório,Papel,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Small Box,0.38,2009-10-31 00:00:00
6598,3353,24003,2009-10-31,Crítica,9,11.89,0.06,Aéreo Normal,-6.12,1.26,0.7,Dan Campbell,Recife,91745,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Elásticos,Bagged Rubber Bands,Wrap Bag,0.81,2009-10-31 00:00:00
6599,7338,52291,2009-10-29,Crítica,48,287.54,0.04,Aéreo Normal,57.28,5.98,0.96,Michelle Tran,Vitória,21040,Espírito Santo,Sudeste,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,Newell 315,Wrap Bag,0.6,2009-10-31 00:00:00
6600,492,3395,2009-10-29,Não Especificada,7,107.88,0.02,Aéreo Normal,25.59,15.57,1.39,Cathy Armstrong,João Pessoa,81001,Paraíba,Nordeste,Brasil,Consumidor,Material de Escritório,Envelopes,Park Ridge™ Embossed Executive Business Envelopes,Small Box,0.38,2009-10-30 00:00:00
6601,493,3395,2009-10-29,Não Especificada,29,623.02,0.02,Aéreo Normal,-255.66,20.89,11.52,Cathy Armstrong,João Pessoa,81001,Paraíba,Nordeste,Brasil,Consumidor,Material de Escritório,Armazenamento e Organização,"Iris® 3-Drawer Stacking Bin, Black",Small Box,0.83,2009-10-30 00:00:00
6602,1041,7623,2009-10-28,Crítica,18,5459.32,0.03,Aéreo Normal,1603.12,300.65,24.49,Sheri Gordon,São Paulo,14609,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Eletrodomésticos,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Large Box,0.52,2009-10-30 00:00:00
6603,1042,7623,2009-10-28,Crítica,37,1793.42,0.06,Aéreo Normal,21.5,49.99,19.99,Sheri Gordon,São Paulo,14609,São Paulo,Sudeste,Brasil,Corporativo,Tecnologia,Periféricos,US Robotics 56K V.92 Internal PCI Faxmodem,Small Box,0.45,2009-10-30 00:00:00
6604,2639,19105,2009-10-28,Alta,31,1370.56,0.1,Aéreo Normal,511.51,48.91,5.97,Max Ludwig,Florianópolis,42003,Santa Catarina,Sul,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1917,Small Box,0.38,2009-10-30 00:00:00
6605,3723,26627,2009-10-30,Média,25,38.37,0.1,Aéreo Normal,-13.88,1.6,1.29,Larry Tron,Natal,84117,Rio Grande do Norte,Nordeste,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,Sanford Pocket Accent® Highlighters,Wrap Bag,0.42,2009-10-30 00:00:00
6606,4484,31910,2009-10-29,Média,6,187.6375,0.03,Aéreo Normal,-190.025,35.99,5.0,Craig Molinari,Loanda,32168,Paraná,Sul,Brasil,Pequenas Empresas,Tecnologia,Telefones e Comunicação,Accessory27,Small Box,0.85,2009-10-30 00:00:00
6607,4597,32737,2009-10-28,Alta,14,367.11,0.09,Aéreo Normal,116.79849999999999,28.53,1.49,Victoria Wilson,Formosa,53213,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,Lock-Up Easel 'Spel-Binder',Small Box,0.38,2009-10-30 00:00:00
6608,6861,48896,2009-10-28,Crítica,43,856.9,0.02,Aéreo Normal,106.93,18.97,9.54,Patrick Jones,Maringá,36067,Paraná,Sul,Brasil,Escritório em Casa,Material de Escritório,Papel,Xerox 1939,Small Box,0.37,2009-10-30 00:00:00
6609,7339,52291,2009-10-29,Crítica,5,88.315,0.01,Aéreo Normal,-72.40199999999999,20.99,0.99,Michelle Tran,Vitória,21040,Espírito Santo,Sudeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,Accessory25,Wrap Bag,0.57,2009-10-30 00:00:00
6610,1043,7623,2009-10-28,Crítica,32,3080.07,0.1,Aéreo Normal,1480.15,104.85,4.65,Sheri Gordon,São Paulo,14609,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1941,Small Box,0.37,2009-10-29 00:00:00
6611,2204,15904,2009-10-27,Não Especificada,49,1836.84,0.09,Aéreo Rápido,129.95,40.97,8.99,Trudy Brown,Porto Alegre,38301,Rio Grande do Sul,Sul,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59,2009-10-29 00:00:00
6612,2377,17251,2009-10-27,Não Especificada,26,2951.438,0.0,Aéreo Normal,667.278,125.99,8.99,Clay Cheatham,Feira de Santana,98661,Bahia,Nordeste,Brasil,Pequenas Empresas,Tecnologia,Telefones e Comunicação,5170i,Small Box,0.57,2009-10-29 00:00:00
